GENDER,AGE,DEBT,MARRIED,BANK_CUSTOMER,EDUCATION_LEVEL,ETHNICITY,YEARS_EMPLOYED,PRIOR_DEFAULT,EMPLOYED,CITIZEN,ZIP_CODE,INCOME,APPROVED
1,26.17,12.5,1,0,k,h,1.25,0,0,1,00000,17,0
1,31.00,2.085,0,1,c,v,0.085,0,0,1,00300,0,0
1,20.75,5.085,1,0,j,v,0.29,0,0,1,00140,184,0
1,28.92,0.375,0,1,c,v,0.29,0,0,1,00220,140,0
0,51.92,6.5,0,1,i,bb,3.085,0,0,1,00073,0,0
0,22.67,0.335,0,1,q,v,0.75,0,0,0,00160,0,0
1,34.00,5.085,1,0,i,bb,1.085,0,0,1,00480,0,0
0,69.50,6,0,1,ff,ff,0,0,0,0,00000,0,0
0,40.33,8.125,1,0,k,v,0.165,0,1,1,?,18,0
0,19.58,0.665,1,0,c,v,1,0,1,1,02000,2,0
1,16.00,3.125,0,1,w,v,0.085,0,1,1,00000,6,0
1,17.08,0.25,0,1,q,v,0.335,0,1,1,00160,8,0
1,31.25,2.835,0,1,ff,ff,0,0,1,1,00176,146,0
1,25.17,3,0,1,c,v,1.25,0,1,1,00000,22,0
0,22.67,0.79,0,1,i,v,0.085,0,0,1,00144,0,0
1,40.58,1.5,0,1,i,bb,0,0,0,0,00300,0,0
1,22.25,0.46,0,1,k,v,0.125,0,0,1,00280,55,0
0,22.25,1.25,1,0,ff,ff,3.25,0,0,1,00280,0,0
1,22.50,0.125,1,0,k,v,0.125,0,0,1,00200,70,0
1,23.58,1.79,0,1,c,v,0.54,0,0,1,00136,1,0
1,38.42,0.705,0,1,c,v,0.375,0,1,1,00225,500,0
0,26.58,2.54,1,0,ff,ff,0,0,0,1,00180,60,0
1,35.00,2.5,0,1,i,v,1,0,0,1,00210,0,0
1,20.42,1.085,0,1,q,v,1.5,0,0,1,00108,7,0
1,29.42,1.25,0,1,w,v,1.75,0,0,1,00200,0,0
1,26.17,0.835,0,1,cc,v,1.165,0,0,1,00100,0,0
1,33.67,2.165,0,1,c,v,1.5,0,0,p,00120,0,0
1,24.58,1.25,0,1,c,v,0.25,0,0,1,00110,0,0
0,27.67,2.04,0,1,w,v,0.25,0,0,1,00180,50,0
1,37.50,0.835,0,1,e,v,0.04,0,0,1,00120,5,0
1,49.17,2.29,0,1,ff,ff,0.29,0,0,1,00200,3,0
1,33.58,0.335,1,0,cc,v,0.085,0,0,1,00180,0,0
1,51.83,3,1,0,ff,ff,1.5,0,0,1,00180,4,0
1,22.92,3.165,1,0,c,v,0.165,0,0,1,00160,1058,0
1,21.83,1.54,0,1,k,v,0.085,0,0,1,00356,0,0
1,25.25,1,0,1,aa,v,0.5,0,0,1,00200,0,0
1,58.58,2.71,0,1,c,v,2.415,0,0,1,00320,0,0
1,19.00,0,1,0,ff,ff,0,0,1,1,00045,1,0
1,19.58,0.585,0,1,ff,ff,0,0,1,1,00350,769,0
0,53.33,0.165,0,1,ff,ff,0,0,0,0,00062,27,0
0,27.17,1.25,0,1,ff,ff,0,0,1,1,00092,300,0
1,25.92,0.875,0,1,k,v,0.375,0,1,1,00174,3,0
1,23.08,0,0,1,k,v,1,0,1,0,00000,0,0
1,39.58,5,0,1,ff,ff,0,0,1,1,00017,1,0
1,30.58,2.71,1,0,m,v,0.125,0,0,0,00080,0,0
1,17.25,3,0,1,k,v,0.04,0,0,1,00160,40,0
0,17.67,0,1,0,j,ff,0,0,0,1,00086,0,0
0,?,11.25,0,1,ff,ff,0,0,0,1,?,5200,0
1,16.50,0.125,0,1,c,v,0.165,0,0,1,00132,0,0
0,27.33,1.665,0,1,ff,ff,0,0,0,1,00340,1,0
1,31.25,1.125,0,1,ff,ff,0,0,1,1,00096,19,0
1,20.00,7,0,1,c,v,0.5,0,0,1,00000,0,0
1,?,3,1,0,i,bb,7,0,0,1,00000,1,0
1,39.50,1.625,0,1,c,v,1.5,0,0,1,00000,316,0
1,36.50,4.25,0,1,q,v,3.5,0,0,1,00454,50,0
?,29.75,0.665,0,1,w,v,0.25,0,0,1,00300,0,0
1,52.42,1.5,0,1,d,v,3.75,0,0,1,00000,350,0
1,36.17,18.125,0,1,w,v,0.085,0,0,1,00320,3552,0
1,34.58,0,?,?,?,?,0,0,0,p,?,0,0
1,29.67,0.75,1,0,c,v,0.04,0,0,1,00240,0,0
1,36.17,5.5,0,1,i,bb,5,0,0,1,00210,687,0
1,25.67,0.29,1,0,c,v,1.5,0,0,1,00160,0,0
0,24.50,2.415,1,0,c,v,0,0,0,1,00120,0,0
1,24.08,0.875,0,1,m,v,0.085,0,1,1,00254,1950,0
1,21.92,0.5,0,1,c,v,0.125,0,0,1,00360,0,0
0,36.58,0.29,0,1,ff,ff,0,0,1,1,00200,18,0
0,23.00,1.835,0,1,j,j,0,0,1,1,00200,53,0
0,27.58,3,0,1,m,v,2.79,0,1,1,00280,10,0
1,31.08,3.085,0,1,c,v,2.5,0,1,1,00160,41,0
0,30.42,1.375,0,1,w,h,0.04,0,1,1,00000,33,0
1,22.08,2.335,0,1,k,v,0.75,0,0,1,00180,0,0
1,16.33,4.085,0,1,i,h,0.415,0,0,1,00120,0,0
0,21.92,11.665,0,1,k,h,0.085,0,0,1,00320,5,0
1,21.08,4.125,1,0,i,h,0.04,0,0,1,00140,100,0
1,17.42,6.5,0,1,i,v,0.125,0,0,1,00060,100,0
1,19.17,4,1,0,i,v,1,0,0,1,00360,1000,0
1,20.67,0.415,0,1,c,v,0.125,0,0,1,00000,44,0
1,26.75,2,0,1,d,v,0.75,0,0,1,00080,0,0
1,23.58,0.835,0,1,i,h,0.085,0,0,1,00220,5,0
1,39.17,2.5,1,0,i,h,10,0,0,0,00200,0,0
1,22.75,11.5,0,1,i,v,0.415,0,0,1,00000,0,0
?,26.50,2.71,1,0,?,?,0.085,0,0,0,00080,0,0
0,16.92,0.5,0,1,i,v,0.165,0,1,1,00240,35,0
1,23.50,3.165,1,0,k,v,0.415,0,1,1,00280,80,0
0,17.33,9.5,0,1,aa,v,1.75,0,1,1,00000,10,0
1,23.75,0.415,1,0,c,v,0.04,0,1,1,00128,6,0
1,34.67,1.08,0,1,m,v,1.165,0,0,0,00028,0,0
1,74.83,19,1,0,ff,ff,0.04,0,1,1,00000,351,0
1,28.17,0.125,1,0,k,v,0.085,0,0,1,00216,2100,0
1,24.50,13.335,1,0,aa,v,0.04,0,0,1,00120,475,0
1,18.83,3.54,1,0,ff,ff,0,0,0,1,00180,1,0
?,45.33,1,0,1,q,v,0.125,0,0,1,00263,0,0
0,47.25,0.75,0,1,q,h,2.75,1,1,1,00333,892,1
1,24.17,0.875,0,1,q,v,4.625,1,1,1,00520,2000,1
1,39.25,9.5,0,1,m,v,6.5,1,1,1,00240,4607,1
0,20.50,11.835,0,1,c,h,6,1,0,1,00340,0,1
0,18.83,4.415,1,0,c,h,3,1,0,1,00240,0,1
1,19.17,9.5,0,1,w,v,1.5,1,0,1,00120,2206,1
0,25.00,0.875,0,1,x,h,1.04,1,0,1,00160,5860,1
1,20.17,9.25,0,1,c,v,1.665,1,1,1,00040,28,1
1,25.75,0.5,0,1,c,v,1.46,1,1,1,00312,0,1
1,20.42,7,0,1,c,v,1.625,1,1,1,00200,1391,1
1,?,4,0,1,x,v,5,1,1,1,00290,2279,1
1,39.00,5,0,1,cc,v,3.5,1,1,1,00000,0,1
0,64.08,0.165,0,1,ff,ff,0,1,1,1,00232,100,1
1,28.25,5.125,0,1,x,v,4.75,1,1,1,00420,7,1
0,28.75,3.75,0,1,c,v,1.085,1,1,1,00371,0,1
1,31.33,19.5,0,1,c,v,7,1,1,1,00000,5000,1
0,18.92,9,0,1,aa,v,0.75,1,1,1,00088,591,1
0,24.75,3,0,1,q,h,1.835,1,1,1,00000,500,1
0,30.67,12,0,1,c,v,2,1,1,1,00220,19,1
1,21.00,4.79,1,0,w,v,2.25,1,1,1,00080,300,1
1,13.75,4,1,0,w,v,1.75,1,1,1,00120,1000,1
0,46.00,4,0,1,j,j,0,1,0,1,00100,960,1
0,44.33,0,0,1,c,v,2.5,1,0,1,00000,0,1
1,20.25,9.96,0,1,e,dd,0,1,0,1,00000,0,1
1,22.67,2.54,1,0,c,h,2.585,1,0,1,00000,0,1
1,?,10.5,0,1,x,v,6.5,1,0,1,00000,0,1
0,60.92,5,0,1,aa,v,4,1,1,1,00000,99,1
1,16.08,0.75,0,1,c,v,1.75,1,1,1,00352,690,1
0,28.17,0.375,0,1,q,v,0.585,1,1,1,00080,0,1
1,39.17,1.71,0,1,x,v,0.125,1,1,1,00480,0,1
?,20.42,7.5,0,1,k,v,1.5,1,1,1,00160,234,1
0,30.00,5.29,0,1,e,dd,2.25,1,1,1,00099,500,1
1,22.83,3,0,1,m,v,1.29,1,1,1,00260,800,1
0,22.50,8.5,0,1,q,v,1.75,1,1,1,00080,990,0
0,28.58,1.665,0,1,q,v,2.415,1,0,1,00440,0,0
1,45.17,1.5,0,1,c,v,2.5,1,0,1,00140,0,0
1,41.58,1.75,0,1,k,v,0.21,1,0,1,00160,0,0
0,57.08,0.335,0,1,i,bb,1,1,0,1,00252,2197,0
0,55.75,7.08,0,1,k,h,6.75,1,1,1,00100,50,0
1,43.25,25.21,0,1,q,h,0.21,1,1,1,00760,90,0
0,25.33,2.085,0,1,c,h,2.75,1,0,1,00360,1,0
0,24.58,0.67,0,1,aa,h,1.75,1,0,1,00400,0,0
1,43.17,2.25,0,1,i,bb,0.75,1,0,1,00560,0,0
1,40.92,0.835,0,1,ff,ff,0,1,0,1,00130,1,0
1,31.83,2.5,0,1,aa,v,7.5,1,0,1,00523,0,0
0,33.92,1.585,1,0,ff,ff,0,1,0,1,00320,0,0
0,24.92,1.25,0,1,ff,ff,0,1,0,1,00080,0,0
1,35.25,3.165,0,1,x,h,3.75,1,0,1,00680,0,0
1,34.25,1.75,0,1,w,bb,0.25,1,0,1,00163,0,0
1,80.25,5.5,0,1,?,?,0.54,1,0,1,00000,340,0
1,19.42,1.5,1,0,cc,v,2,1,0,1,00100,20,0
1,42.75,3,0,1,i,bb,1,1,0,1,00000,200,0
1,19.67,10,1,0,k,h,0.835,1,0,1,00140,0,0
1,36.33,3.79,0,1,w,v,1.165,1,0,1,00200,0,0
1,30.08,1.04,1,0,i,bb,0.5,1,1,1,00132,28,0
1,44.25,11,1,0,d,v,1.5,1,0,0,00000,0,0
1,23.58,0.46,1,0,w,v,2.625,1,1,1,00208,347,0
1,23.92,1.5,0,1,d,h,1.875,1,1,1,00200,327,1
1,33.17,1,0,1,x,v,0.75,1,1,1,00340,4071,1
1,48.33,12,0,1,m,v,16,1,0,0,00110,0,1
1,76.75,22.29,0,1,e,z,12.75,1,1,1,00000,109,1
1,51.33,10,0,1,i,bb,0,1,1,1,00000,1249,1
1,34.75,15,0,1,r,n,5.375,1,1,1,00000,134,1
1,38.58,3.335,0,1,w,v,4,1,1,1,00383,1344,1
0,22.42,11.25,1,0,x,h,0.75,1,1,1,00000,321,1
1,41.92,0.42,0,1,c,h,0.21,1,1,1,00220,948,1
1,29.58,4.5,0,1,w,v,7.5,1,1,1,00330,0,1
0,32.17,1.46,0,1,w,v,1.085,1,1,1,00120,2079,1
1,51.42,0.04,0,1,x,h,0.04,1,0,1,00000,3000,1
0,22.83,2.29,0,1,q,h,2.29,1,1,1,00140,2384,1
0,25.00,12.33,0,1,cc,h,3.5,1,1,1,00400,458,1
1,26.75,1.125,0,1,x,h,1.25,1,0,1,00000,5298,1
1,23.33,1.5,0,1,c,h,1.415,1,0,1,00422,200,1
1,24.42,12.335,0,1,q,h,1.585,1,0,1,00120,0,1
1,42.17,5.04,0,1,q,h,12.75,1,0,1,00092,0,1
0,20.83,3,0,1,aa,v,0.04,1,0,1,00100,0,1
1,23.08,11.5,0,1,w,h,2.125,1,1,1,00290,284,1
0,25.17,2.875,0,1,x,h,0.875,1,0,1,00360,0,1
1,43.08,0.375,1,0,c,v,0.375,1,1,1,00300,162,1
0,35.75,0.915,0,1,aa,v,0.75,1,1,1,00000,1583,1
1,59.50,2.75,0,1,w,v,1.75,1,1,1,00060,58,1
1,21.00,3,1,0,d,v,1.085,1,1,1,00160,1,1
1,21.92,0.54,1,0,x,v,0.04,1,1,1,00840,59,1
0,65.17,14,0,1,ff,ff,0,1,1,1,00000,1400,1
0,20.33,10,0,1,c,h,1,1,1,1,00050,1465,1
1,32.25,0.165,1,0,c,h,3.25,1,1,1,00432,8000,1
1,30.17,0.5,0,1,c,v,1.75,1,1,1,00032,540,1
1,25.17,6,0,1,c,v,1,1,1,1,00000,0,1
1,39.17,1.625,0,1,c,v,1.5,1,1,1,00186,4700,1
1,39.08,6,0,1,m,v,1.29,1,1,1,00108,1097,1
1,31.67,0.83,0,1,x,v,1.335,1,1,1,00303,3290,1
1,41.00,0.04,0,1,e,v,0.04,0,1,0,00560,0,1
1,48.50,4.25,0,1,m,v,0.125,1,0,1,00225,0,1
1,32.67,9,1,0,w,h,5.25,1,0,1,00154,0,1
0,28.08,15,1,0,e,z,0,1,0,1,00000,13212,1
1,73.42,17.75,0,1,ff,ff,0,1,0,1,00000,0,1
1,64.08,20,0,1,x,h,17.5,1,1,1,00000,1000,1
1,51.58,15,0,1,c,v,8.5,1,1,1,00000,0,1
1,26.67,1.75,1,0,c,v,1,1,1,1,00160,5777,1
1,25.33,0.58,0,1,c,v,0.29,1,1,1,00096,5124,1
1,30.17,6.5,0,1,cc,v,3.125,1,1,1,00330,1200,1
1,27.00,0.75,0,1,c,h,4.25,1,1,1,00312,150,1
1,23.17,0,?,?,?,?,0,0,0,p,?,0,1
1,34.17,5.25,0,1,w,v,0.085,0,0,1,00290,6,1
1,38.67,0.21,0,1,k,v,0.085,1,0,1,00280,0,1
1,25.75,0.75,0,1,c,bb,0.25,1,0,1,00349,23,1
0,46.08,3,0,1,c,v,2.375,1,1,1,00396,4159,1
0,21.50,6,0,1,aa,v,2.5,1,1,1,00080,918,1
?,20.08,0.125,0,1,q,v,1,0,1,1,00240,768,1
1,20.50,2.415,0,1,c,v,2,1,1,1,00200,3000,1
0,29.50,0.46,0,1,k,v,0.54,1,1,1,00380,500,1
?,42.25,1.75,1,0,?,?,0,0,0,1,00150,1,0
1,29.83,1.25,1,0,k,v,0.25,0,0,1,00224,0,0
1,20.08,0.25,0,1,q,v,0.125,0,0,1,00200,0,0
1,23.42,0.585,0,1,c,h,0.085,1,0,1,00180,0,0
0,29.58,1.75,1,0,k,v,1.25,0,0,1,00280,0,0
1,16.17,0.04,0,1,c,v,0.04,0,0,1,00000,0,1
1,32.33,3.5,0,1,k,v,0.5,0,0,1,00232,0,0
1,?,0.04,1,0,d,v,4.25,0,0,1,00460,0,0
1,47.83,4.165,0,1,x,bb,0.085,0,0,1,00520,0,0
1,20.00,1.25,1,0,k,v,0.125,0,0,1,00140,4,0
1,27.58,3.25,1,0,q,h,5.085,0,1,1,00369,1,0
1,22.00,0.79,0,1,w,v,0.29,0,1,1,00420,283,0
1,19.33,10.915,0,1,c,bb,0.585,0,1,1,00200,7,0
0,38.33,4.415,0,1,c,v,0.125,0,0,1,00160,0,0
1,29.42,1.25,0,1,c,h,0.25,0,1,1,00400,108,0
1,22.67,0.75,0,1,i,v,1.585,0,1,1,00400,9,0
1,32.25,14,1,0,ff,ff,0,0,1,1,00160,1,0
1,29.58,4.75,0,1,m,v,2,0,1,1,00460,68,0
1,18.42,10.415,1,0,aa,v,0.125,1,0,1,00120,375,0
1,22.17,2.25,0,1,i,v,0.125,0,0,1,00160,10,0
1,22.67,0.165,0,1,c,j,2.25,0,0,0,00000,0,1
0,25.58,0,?,?,?,?,0,0,0,p,?,0,1
1,18.83,0,0,1,q,v,0.665,0,0,1,00160,1,0
1,21.58,0.79,1,0,cc,v,0.665,0,0,1,00160,0,0
1,23.75,12,0,1,c,v,2.085,0,0,0,00080,0,0
1,22.00,7.835,1,0,i,bb,0.165,0,0,1,?,0,0
1,36.08,2.54,0,1,ff,ff,0,0,0,1,00000,1000,0
1,29.25,13,0,1,d,h,0.5,0,0,1,00228,0,0
0,19.58,0.665,0,1,w,v,1.665,0,0,1,00220,5,0
0,22.92,1.25,0,1,q,v,0.25,0,0,1,00120,809,0
0,27.25,0.29,0,1,m,h,0.125,0,1,1,00272,108,0
0,38.75,1.5,0,1,ff,ff,0,0,0,1,00076,0,0
1,32.42,2.165,1,0,k,ff,0,0,0,1,00120,0,0
0,23.75,0.71,0,1,w,v,0.25,0,1,1,00240,4,0
1,18.17,2.46,0,1,c,n,0.96,0,1,1,00160,587,0
1,40.92,0.5,1,0,m,v,0.5,0,0,1,00130,0,0
1,19.50,9.585,0,1,aa,v,0.79,0,0,1,00080,350,0
1,28.58,3.625,0,1,aa,v,0.25,0,0,1,00100,0,0
1,35.58,0.75,0,1,k,v,1.5,0,0,1,00231,0,0
1,34.17,2.75,0,1,i,bb,2.5,0,0,1,00232,200,0
?,33.17,2.25,1,0,cc,v,3.5,0,0,1,00200,141,0
1,31.58,0.75,1,0,aa,v,3.5,0,0,1,00320,0,0
0,52.50,7,0,1,aa,h,3,0,0,1,00000,0,0
1,36.17,0.42,1,0,w,v,0.29,0,0,1,00309,2,0
1,37.33,2.665,0,1,cc,v,0.165,0,0,1,00000,501,0
0,20.83,8.5,0,1,c,v,0.165,0,0,1,00000,351,0
1,24.08,9,0,1,aa,v,0.25,0,0,1,00000,0,0
1,25.58,0.335,0,1,k,h,3.5,0,0,1,00340,0,0
0,35.17,3.75,0,1,ff,ff,0,0,1,1,00000,200,0
1,48.08,3.75,0,1,i,bb,1,0,0,1,00100,2,0
0,15.83,7.625,0,1,q,v,0.125,0,1,1,00000,160,0
0,22.50,0.415,0,1,i,v,0.335,0,0,0,00144,0,0
1,21.50,11.5,0,1,i,v,0.5,1,0,1,00100,68,0
0,23.58,0.83,0,1,q,v,0.415,0,1,1,00200,11,0
0,21.08,5,1,0,ff,ff,0,0,0,1,00000,0,0
1,25.67,3.25,0,1,c,h,2.29,0,1,1,00416,21,0
0,38.92,1.665,0,1,aa,v,0.25,0,0,1,00000,390,0
0,15.75,0.375,0,1,c,v,1,0,0,1,00120,18,0
0,28.58,3.75,0,1,c,v,0.25,0,1,1,00040,154,0
1,22.25,9,0,1,aa,v,0.085,0,0,1,00000,0,0
1,29.83,3.5,0,1,c,v,0.165,0,0,1,00216,0,0
0,23.50,1.5,0,1,w,v,0.875,0,0,1,00160,0,0
1,32.08,4,1,0,cc,v,1.5,0,0,1,00120,0,0
1,31.08,1.5,1,0,w,v,0.04,0,0,0,00160,0,0
1,31.83,0.04,1,0,m,v,0.04,0,0,1,00000,0,0
0,21.75,11.75,0,1,c,v,0.25,0,0,1,00180,0,0
0,17.92,0.54,0,1,c,v,1.75,0,1,1,00080,5,0
1,30.33,0.5,0,1,d,h,0.085,0,0,0,00252,0,0
1,51.83,2.04,1,0,ff,ff,1.5,0,0,1,00120,1,0
1,47.17,5.835,0,1,w,v,5.5,0,0,1,00465,150,0
1,25.83,12.835,0,1,cc,v,0.5,0,0,1,00000,2,0
0,50.25,0.835,0,1,aa,v,0.5,0,0,1,00240,117,0
?,29.50,2,1,0,e,h,2,0,0,1,00256,17,0
0,37.33,2.5,0,1,i,h,0.21,0,0,1,00260,246,0
0,41.58,1.04,0,1,aa,v,0.665,0,0,1,00240,237,0
0,30.58,10.665,0,1,q,h,0.085,0,1,1,00129,3,0
1,19.42,7.25,0,1,m,v,0.04,0,1,1,00100,1,0
0,17.92,10.21,0,1,ff,ff,0,0,0,1,00000,50,0
0,20.08,1.25,0,1,c,v,0,0,0,1,00000,0,0
1,19.50,0.29,0,1,k,v,0.29,0,0,1,00280,364,0
1,27.83,1,1,0,d,h,3,0,0,1,00176,537,0
1,17.08,3.29,0,1,i,v,0.335,0,0,1,00140,2,0
1,36.42,0.75,1,0,d,v,0.585,0,0,1,00240,3,0
1,40.58,3.29,0,1,m,v,3.5,0,0,0,00400,0,0
1,21.08,10.085,1,0,e,h,1.25,0,0,1,00260,0,0
0,22.67,0.75,0,1,c,v,2,0,1,1,00200,394,0
0,25.25,13.5,1,0,ff,ff,2,0,1,1,00200,1,0
1,17.92,0.205,0,1,aa,v,0.04,0,0,1,00280,750,0
1,35.00,3.375,0,1,c,h,8.29,0,0,1,00000,0,0
