CRIM,ZNRES,ZNIND,CHAR,NROOMS,AGE,DISC,BATH,IPTU,PRATIO,DISM,MEDV
9.2323,0,18.1,0,4,100,11.691,2,666,20.2,17.1691,50
8.26725,0,18.1,1,3,90,37.296,4,666,20.2,10.1296,50
11.1081,0,18.1,0,2,100,25.742,3,666,20.2,5.1742,13.8
18.4982,0,18.1,0,2,100,11.37,2,666,20.2,4.137,13.8
19.6091,0,18.1,0,5,98,24.163,4,666,20.2,7.3163,15
15.288,0,18.1,0,4,93,37.449,1,666,20.2,3.3449,13.9
9.82349,0,18.1,0,4,99,16.58,3,666,20.2,11.358,13.3
23.6482,0,18.1,0,4,96,23.861,4,666,20.2,1.3861,13.1
17.8667,0,18.1,0,4,100,33.861,1,666,20.2,2.3861,10.2
88.9762,0,18.1,0,4,92,17.165,1,666,20.2,18.4165,10.4
15.8744,0,18.1,0,4,99,34.192,2,666,20.2,1.5192,10.9
9.18702,0,18.1,0,3,100,39.804,3,666,20.2,21.5804,11.3
7.99248,0,18.1,0,3,100,21.331,1,666,20.2,14.5331,12.3
20.0849,0,18.1,0,2,91,20.395,2,666,20.2,19.4395,8.8
16.8118,0,18.1,0,3,98,44.261,2,666,20.2,7.4261,7.2
24.3938,0,18.1,0,2,100,44.672,1,666,20.2,12.4672,10.5
22.5971,0,18.1,0,2,90,36.184,1,666,20.2,8.5184,7.4
14.3337,0,18.1,0,2,100,33.895,1,666,20.2,20.5895,10.2
8.15174,0,18.1,0,3,99,31.281,3,666,20.2,7.7281,11.5
6.96215,0,18.1,0,3,97,41.265,2,666,20.2,21.9265,15.1
5.29305,0,18.1,0,4,83,28.678,2,666,20.2,12.1678,23.2
11.5779,0,18.1,0,3,97,21.7,4,666,20.2,6.77,9.7
8.64476,0,18.1,0,4,93,39.912,3,666,20.2,5.7912,13.8
13.3598,0,18.1,0,3,95,32.821,2,666,20.2,20.7821,12.7
8.71675,0,18.1,0,4,99,28.257,4,666,20.2,6.7257,13.1
5.87205,0,18.1,0,4,96,34.768,1,666,20.2,19.6768,12.5
7.67202,0,18.1,0,3,99,17.334,2,666,20.2,6.6334,8.5
38.3518,0,18.1,0,3,100,26.896,1,666,20.2,14.4896,5
9.91655,0,18.1,0,3,78,45.004,4,666,20.2,2.5004,6.3
25.0461,0,18.1,0,3,100,31.888,3,666,20.2,12.5888,5.6
14.2362,0,18.1,0,4,100,31.741,2,666,20.2,20.5741,7.2
9.59571,0,18.1,0,4,100,16.39,1,666,20.2,2.639,12.1
24.8017,0,18.1,0,3,96,27.028,4,666,20.2,11.7028,8.3
41.5292,0,18.1,0,3,85,25.074,2,666,20.2,21.6074,8.5
67.9208,0,18.1,0,3,100,19.254,2,666,20.2,3.4254,5
20.7162,0,18.1,0,2,100,22.781,1,666,20.2,3.1781,11.9
11.9511,0,18.1,0,3,100,16.852,4,666,20.2,11.2852,27.9
7.40389,0,18.1,0,3,98,33.547,2,666,20.2,14.4547,17.2
14.4383,0,18.1,0,4,100,19.655,3,666,20.2,9.4655,27.5
51.1358,0,18.1,0,3,100,19.13,3,666,20.2,15.413,15
14.0507,0,18.1,0,4,100,18.275,4,666,20.2,11.5275,17.2
18.811,0,18.1,0,2,100,16.539,3,666,20.2,16.5539,17.9
28.6558,0,18.1,0,3,100,28.894,4,666,20.2,12.5894,16.3
45.7461,0,18.1,0,2,100,43.582,2,666,20.2,13.6582,7
18.0846,0,18.1,0,4,100,24.347,1,666,20.2,1.8347,7.2
10.8342,0,18.1,0,4,91,20.195,4,666,20.2,7.8195,7.5
25.9406,0,18.1,0,3,89,22.475,4,666,20.2,14.6475,10.4
73.5341,0,18.1,0,3,100,33.026,3,666,20.2,6.8026,8.8
11.8123,0,18.1,0,4,77,42.94,4,666,20.2,17.794,8.4
11.0874,0,18.1,0,4,100,42.589,1,666,20.2,21.8589,16.7
7.02259,0,18.1,0,4,95,28.746,1,666,20.2,19.8746,14.2
12.0482,0,18.1,0,3,88,27.512,4,666,20.2,11.9512,20.8
7.05042,0,18.1,0,4,85,34.218,4,666,20.2,14.0218,13.4
8.79212,0,18.1,0,3,71,30.635,2,666,20.2,7.0635,11.7
15.8603,0,18.1,0,3,95,28.096,4,666,20.2,5.9096,8.3
12.2472,0,18.1,0,3,60,47.976,4,666,20.2,11.9976,10.2
37.6619,0,18.1,0,4,79,32.629,4,666,20.2,3.8629,10.9
7.36711,0,18.1,0,4,78,40.356,4,666,20.2,3.9356,11
9.33889,0,18.1,0,4,96,47.682,1,666,20.2,5.9682,9.5
8.49213,0,18.1,0,4,86,26.527,1,666,20.2,3.0527,14.5
10.0623,0,18.1,0,4,94,35.882,1,666,20.2,12.0882,14.1
6.44405,0,18.1,0,4,75,31.004,2,666,20.2,12.2004,16.1
5.58107,0,18.1,0,4,88,40.158,3,666,20.2,16.3158,14.3
13.9134,0,18.1,0,4,95,51.222,1,666,20.2,13.2222,11.7
11.1604,0,18.1,0,4,95,39.247,2,666,20.2,2.1247,13.4
14.4208,0,18.1,0,4,93,23.026,2,666,20.2,11.0026,9.6
15.1772,0,18.1,0,4,100,43.142,1,666,20.2,9.9142,8.7
13.6781,0,18.1,0,3,88,36.206,4,666,20.2,7.8206,8.4
9.39063,0,18.1,0,3,94,36.172,1,666,20.2,11.8172,12.8
22.0511,0,18.1,0,3,92,41.662,1,666,20.2,14.8662,10.5
9.72418,0,18.1,0,4,97,35.651,4,666,20.2,4.0651,17.1
5.66637,0,18.1,0,4,100,49.048,4,666,20.2,4.0048,18.4
9.96654,0,18.1,0,4,100,39.784,1,666,20.2,21.9784,15.4
12.8023,0,18.1,0,3,97,39.956,2,666,20.2,17.8956,10.8
10.6718,0,18.1,0,4,95,22.879,3,666,20.2,20.9879,11.8
6.28807,0,18.1,0,4,96,46.72,2,666,20.2,7.072,14.9
9.92485,0,18.1,0,4,97,37.98,3,666,20.2,15.198,12.6
9.32909,0,18.1,0,4,99,27.616,3,666,20.2,12.2616,14.1
7.52601,0,18.1,0,4,98,43.85,2,666,20.2,4.185,13
6.71772,0,18.1,0,4,93,52.236,4,666,20.2,6.3236,13.4
5.44114,0,18.1,0,4,98,51.552,1,666,20.2,10.3552,15.2
5.09017,0,18.1,0,4,92,29.682,4,666,20.2,15.3682,16.1
8.24809,0,18.1,0,5,99,40.527,1,666,20.2,21.4527,17.8
9.51363,0,18.1,0,4,94,51.961,4,666,20.2,9.4961,14.9
4.75237,0,18.1,0,4,87,53.358,3,666,20.2,3.4358,14.1
4.66883,0,18.1,0,3,88,30.806,4,666,20.2,22.5806,12.7
8.20058,0,18.1,0,3,80,36.792,2,666,20.2,22.7792,13.5
7.75223,0,18.1,0,4,84,27.831,1,666,20.2,5.7831,14.9
6.80117,0,18.1,0,4,84,49.175,4,666,20.2,20.7175,20
4.81213,0,18.1,0,4,90,52.975,2,666,20.2,3.5975,16.4
3.69311,0,18.1,0,4,88,46.671,2,666,20.2,21.5671,17.7
6.65492,0,18.1,0,4,83,31.344,4,666,20.2,15.7344,19.5
5.82115,0,18.1,0,4,90,30.016,2,666,20.2,7.8016,20.2
7.83932,0,18.1,0,4,65,34.634,3,666,20.2,4.9634,21.4
3.1636,0,18.1,0,3,48,51.665,3,666,20.2,10.0665,19.9
3.77498,0,18.1,0,3,85,48.715,3,666,20.2,3.8715,19
4.42228,0,18.1,0,4,95,26.403,1,666,20.2,21.5403,19.1
15.5757,0,18.1,0,3,71,55.084,2,666,20.2,3.9084,19.1
13.0751,0,18.1,0,3,57,53.237,4,666,20.2,8.8237,20.1
4.34879,0,18.1,0,4,84,52.334,1,666,20.2,7.0334,19.9
4.03841,0,18.1,0,4,91,43.993,1,666,20.2,23.0993,19.6
3.56868,0,18.1,0,4,75,47.965,2,666,20.2,16.8965,23.2
4.64689,0,18.1,0,4,68,33.329,2,666,20.2,6.5329,29.8
8.05579,0,18.1,0,3,95,43.298,1,666,20.2,11.4298,13.8
6.39312,0,18.1,0,4,97,27.06,1,666,20.2,10.206,13.3
4.87141,0,18.1,0,4,94,33.053,4,666,20.2,19.3053,16.7
15.0234,0,18.1,0,3,97,43.007,2,666,20.2,12.1007,12
10.233,0,18.1,0,4,97,35.705,2,666,20.2,18.1705,14.6
14.3337,0,18.1,0,4,88,43.512,3,666,20.2,4.9512,21.4
5.82401,0,18.1,0,4,65,58.242,1,666,20.2,6.4242,23
5.70818,0,18.1,0,4,75,45.317,3,666,20.2,16.3317,23.7
5.73116,0,18.1,0,5,77,50.106,4,666,20.2,12.4106,25
2.81838,0,18.1,0,3,40,54.983,2,666,20.2,14.0983,21.8
2.37857,0,18.1,0,3,42,58.24,4,666,20.2,10.724,20.6
3.67367,0,18.1,0,4,52,58.917,3,666,20.2,11.9917,21.2
5.69175,0,18.1,0,4,80,59.459,3,666,20.2,5.5459,19.1
4.83567,0,18.1,0,3,53,43.523,3,666,20.2,16.1523,20.6
0.15086,0,27.74,0,3,93,30.209,4,711,20.1,19.8209,15.2
0.18337,0,27.74,0,3,98,24.554,3,711,20.1,9.7554,7
0.20746,0,27.74,0,3,98,27.226,2,711,20.1,6.8226,8.1
0.10574,0,27.74,0,3,99,44.681,2,711,20.1,4.8681,13.6
0.11132,0,27.74,0,3,84,40.099,3,711,20.1,6.1099,20.1
0.17331,0,9.69,0,3,54,25.817,3,391,19.2,2.3817,21.8
0.27957,0,9.69,0,3,43,27.817,3,391,19.2,6.3817,24.5
0.17899,0,9.69,0,3,29,53.986,1,391,19.2,13.7986,23.1
0.2896,0,9.69,0,3,73,40.986,3,391,19.2,19.7986,19.7
0.26838,0,9.69,0,3,71,43.927,1,391,19.2,20.8927,18.3
0.23912,0,9.69,0,4,65,43.091,1,391,19.2,5.4091,21.2
0.17783,0,9.69,0,3,74,42.999,1,391,19.2,17.3999,17.5
0.22438,0,9.69,0,4,80,32.982,2,391,19.2,20.4982,16.8
0.06263,0,11.93,0,4,69,28.786,3,273,21,19.4786,22.4
0.04527,0,11.93,0,4,77,43.875,1,273,21,6.2875,20.6
0.06076,0,11.93,0,4,91,40.675,2,273,21,16.1675,23.9
0.10959,0,11.93,0,4,89,51.889,1,273,21,21.3889,22
0.04741,0,11.93,0,4,81,52.05,3,273,21,8.505,11.9
